nci60	ccle	cgp	gdsc	gdscDec15	ctrp	nciSclc	mdaMills	almanac	utsw	sarcoma	genSclc	nob	gbSarcoma	cshl	lantern	lantnci	ncats	uniSarcoma	genSarcoma	tncats	achilles	ukhyun	ancats	acc	prism	cellosaurus_accession	cellosaurus_identifier
NA	NCI-H2291	NCI-H2291	NCI-H2291	NCI-H2291	NCI-H2291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NCIH2291	NA	NA	NA	NA	CVCL_1546	NCI-H2291
NA	TE-10	TE-10	TE-10	TE-10	TE-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TE10	NA	NA	NA	TE10	CVCL_1760	TE-10
NA	BHY	BHY	BHY	BHY	BHY	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BHY	NA	NA	NA	NA	CVCL_1086	BHY
NA	CGTH-W-1	CGTH-W-1	CGTH-W-1	CGTH-W-1	CGTH-W-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1120	CGTH-W-1
NA	LS123	LS-123	LS-123	LS-123	LS123	NA	LS123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1383	LS123
NA	HEL	HEL	HEL	HEL	HEL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HEL	NA	NA	NA	NA	CVCL_0001	HEL
NA	RCC10RGB	RCC10RGB	RCC10RGB	RCC10RGB	RCC10RGB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RCC10RGB	NA	NA	NA	RCC10RGB	CVCL_1647	RCC10RGB
NA	TE-6	TE-6	TE-6	TE-6	TE-6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TE6	NA	NA	NA	TE6	CVCL_1765	TE-6
NA	BL-41	BL-41	BL-41	BL-41	BL-41	NA	BL41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1087	BL-41
NA	COR-L105	COR-L105	COR-L105	COR-L105	COR-L105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CORL105	CVCL_1138	COR-L105
NA	NA	NA	COR-L32	COR-L32	NA	COR-L32	NA	NA	NA	NA	COR-L32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_2413	COR-L32
NA	OS-RC-2	OS-RC-2	OS-RC-2	OS-RC-2	OS-RC-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OSRC2	NA	NA	NA	OSRC2	CVCL_1626	OS-RC-2
NA	KP-N-RT-BM-1	KP-N-RT-BM-1	NA	KP-N-RT-BM-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1339	KP-N-RT-BM-1
NA	EC-GI-10	EC-GI-10	EC-GI-10	EC-GI-10	EC-GI-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECGI10	NA	NA	NA	ECGI10	CVCL_1187	EC-GI-10
NA	CW-2	CW-2	CW-2	CW-2	CW-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1151	CW-2
NA	HEC-1-B	HEC-1	HEC-1	NA	HEC-1-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HEC1B	NA	NA	NA	HEC1B	CVCL_0294	HEC-1-B
NA	TGBC11TKB	TGBC11TKB	TGBC11TKB	TGBC11TKB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1768	TGBC11TKB
NA	TE-8	TE-8	TE-8	TE-8	TE-8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TE8	NA	NA	NA	TE8	CVCL_1766	TE-8
NA	NCI-H838	NCI-H838	NCI-H838	NCI-H838	NCI-H838	NA	H838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NCIH838	NA	NA	NA	NCIH838	CVCL_1594	NCI-H838
NA	TALL-1	TALL-1	NA	TALL-1	TALL-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	ECC12	ECC12	ECC12	ECC12	ECC12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1189	ECC12
NA	RS4;11	RS4-11	RS4-11	RS4-11	RS4;11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RS411	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0093	RS4;11
NA	SW1463	SW1463	SW1463	SW1463	SW1463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SW1463	NA	NA	NA	NA	CVCL_1718	SW1463
NA	WM-115	WM-115	WM-115	WM-115	WM-115	NA	WM115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WM115	NA	NA	NA	NA	CVCL_0040	WM115
NA	OE33	OE33	OE33	OE33	OE33	NA	OE33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OE33	NA	NA	NA	OE33	CVCL_0471	OE33
NA	SJSA-1	SJSA-1	SJSA-1	SJSA-1	SJSA-1	NA	SJSA1	NA	NA	SJSA-1	NA	NA	SJSA1	NA	NA	NA	NA	SJSA-1	SJSA-1	NA	SJSA1	NA	NA	NA	SJSA1	CVCL_1697	SJSA-1
NA	NCI-H2228	NCI-H2228	NCI-H2228	NCI-H2228	NCI-H2228	NA	H2228	NA	NA	NA	NA	NA	NA	NA	NCI-H2228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NCIH2228	CVCL_1543	NCI-H2228
NA	SK-MES-1	SK-MES-1	SK-MES-1	SK-MES-1	SK-MES-1	NA	SKMES1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SKMES1	NA	NA	NA	SKMES1	CVCL_0630	SK-MES-1
NA	NCI-H520	NCI-H520	NCI-H520	NCI-H520	NCI-H520	NA	H520	NA	NA	NA	NA	NA	NA	NA	NCI-H520	NA	NA	NA	NA	NA	NCIH520	NA	NA	NA	NCIH520	CVCL_1566	NCI-H520
NA	COLO-800	COLO-800	COLO-800	COLO-800	COLO-800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	COLO800	NA	NA	NA	COLO800	CVCL_1135	COLO 800
NA	J82	J82	J82	J82	J82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	J82	CVCL_0359	J82
NA	Calu-6	Calu-6	Calu-6	Calu-6	Calu-6	NA	CALU6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CALU6	NA	NA	NA	CALU6	CVCL_0236	Calu-6
NA	SK-LU-1	SK-LU-1	SK-LU-1	SK-LU-1	SK-LU-1	NA	SKLU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SKLU1	CVCL_0629	SK-LU-1
NA	SW 900	SW900	SW900	SW900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SW900	CVCL_1731	SW900
NA	MFE-280	MFE-280	MFE-280	MFE-280	NA	NA	MFE280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MFE280	CVCL_1405	MFE-280
NA	MFE-296	MFE-296	MFE-296	MFE-296	MFE-296	NA	MFE296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MFE296	CVCL_1406	MFE-296
NA	GI-1	GI-1	GI-1	GI-1	GI-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GI1	NA	NA	NA	GI1	CVCL_1231	GI-1
NA	PC-14	PC-14	PC-14	PC-14	PC-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PC14	NA	NA	NA	PC14	CVCL_1640	PC-14
NA	KYSE-410	KYSE-410	KYSE-410	KYSE-410	KYSE-410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KYSE410	NA	NA	NA	KYSE410	CVCL_1352	KYSE-410
NA	A-204	A204	A204	A204	A-204	NA	A204	NA	NA	A-204	NA	NA	A204	NA	NA	NA	NA	A-204	NA	NA	NA	NA	NA	NA	A204	CVCL_1058	A-204
NA	NCI-H810	NCI-H810	NCI-H810	NCI-H810	NCI-H810	NA	H810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NCI-H810	NA	NA	NCI-H810	NA	NA	CVCL_1590	NCI-H810
NA	RERF-LC-MS	RERF-LC-MS	RERF-LC-MS	RERF-LC-MS	RERF-LC-MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RERFLCMS	CVCL_1655	RERF-LC-MS
NA	KYSE-140	KYSE-140	KYSE-140	KYSE-140	KYSE-140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KYSE140	NA	NA	NA	KYSE140	CVCL_1347	KYSE-140
NA	KYSE-180	KYSE-180	KYSE-180	KYSE-180	KYSE-180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KYSE180	NA	NA	NA	KYSE180	CVCL_1349	KYSE-180
NA	HUP-T3	HuP-T3	HuP-T3	HuP-T3	HUP-T3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HUPT3	NA	NA	NA	HUPT3	NA	NA	NA	HUPT3	CVCL_1299	HuP-T3
NA	GCIY	GCIY	GCIY	GCIY	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GCIY	NA	NA	NA	GCIY	CVCL_1228	GCIY
NA	Caov-4	Caov-4	Caov-4	Caov-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0202	Caov-4
NA	HCC2218	HCC2218	HCC2218	HCC2218	HCC2218	NA	HCC2218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1263	HCC2218
NA	KO52	K052	K052	K052	KO52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KO52	NA	NA	NA	NA	CVCL_1321	KO52
NA	KNS-81	KNS-81-FD	KNS-81-FD	KNS-81-FD	KNS-81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KNS81	CVCL_2799	KNS-81
NA	LU99	LU-99A	LU-99A	LU-99A	LU99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LU99	NA	NA	NA	LU99	CVCL_1393	Lu-99A
NA	MKN1	MKN1	MKN1	MKN1	MKN1	NA	MKN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MKN1	CVCL_1415	MKN1
NA	HSC-2	HSC-2	HSC-2	HSC-2	HSC-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HSC2	NA	NA	NA	HSC2	CVCL_1287	HSC-2
NA	HuH-7	HuH-7	HuH-7	HuH-7	NA	NA	HUH7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HUH7	NA	NA	NA	HUH7	CVCL_0336	Huh-7
NA	HuCCT1	HuCCT1	HuCCT1	HuCCT1	HuCCT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HUCCT1	NA	NA	NA	HUCCT1	NA	NA	NA	HUCCT1	CVCL_0324	HuCC-T1
NA	KALS-1	KALS-1	KALS-1	KALS-1	KALS-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KALS1	NA	NA	NA	KALS1	CVCL_1323	KALS-1
NA	CAL-12T	CAL-12T	CAL-12T	CAL-12T	CAL-12T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CAL12T	NA	NA	NA	CAL12T	CVCL_1105	CAL-12T
NA	THP-1	THP-1	THP-1	THP-1	THP-1	NA	THP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	THP1	NA	NA	NA	NA	CVCL_0006	THP-1
NA	A3/KAW	A3-KAW	A3-KAW	A3-KAW	A3/KAW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A3KAW	NA	NA	NA	NA	CVCL_1062	A3/Kawakami
NA	HCC1954	HCC1954	HCC1954	HCC1954	HCC1954	NA	HCC1954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1954	NA	NA	NA	NA	CVCL_1259	HCC1954
NA	CAMA-1	CAMA-1	CAMA-1	CAMA-1	CAMA-1	NA	CAMA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CAMA1	NA	NA	NA	CAMA1	CVCL_1115	CAMA-1
NA	AM-38	AM-38	AM-38	AM-38	AM-38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1070	AM-38
NA	HSC-3	HSC-3	HSC-3	HSC-3	HSC-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HSC3	NA	NA	NA	HSC3	CVCL_1288	HSC-3
NA	HSC-4	HSC-4	HSC-4	HSC-4	HSC-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1289	HSC-4
NA	KP4	KP-4	KP-4	KP-4	KP4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KP4	NA	NA	NA	KP4	CVCL_1338	KP-4
NA	HGC-27	HGC-27	HGC-27	HGC-27	HGC-27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HGC27	NA	NA	NA	HGC27	CVCL_1279	HGC-27
NA	U266B1	U-266	U-266	U-266	U266B1	NA	U266B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	U266B1	NA	NA	U266B1	NA	NA	U266B1	NA	NA	CVCL_0566	U266B1
NA	CAS-1	CAS-1	CAS-1	CAS-1	CAS-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CAS1	NA	NA	NA	NA	CVCL_1117	CAS-1
NA	COR-L23	COR-L23	COR-L23	COR-L23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CORL23	NA	NA	NA	CORL23	CVCL_1139	COR-L23
NA	HPAF-II	HPAF-II	HPAF-II	HPAF-II	HPAF-II	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0313	HPAF-II
NA	CA46	CA46	CA46	CA46	CA46	NA	CA46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1101	CA46
NA	A-673	A673	A673	A673	A-673	NA	A673	NA	NA	A-673	NA	NA	A673	NA	NA	NA	NA	A-673	A-673	NA	A673	NA	NA	NA	A673	CVCL_0080	A-673
NA	Capan-1	CAPAN-1	CAPAN-1	CAPAN-1	Capan-1	NA	CAPAN1	NA	NA	NA	NA	NA	NA	NA	Capan-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0237	Capan-1
NA	NCI-H1563	NCI-H1563	NCI-H1563	NCI-H1563	NCI-H1563	NA	H1563	NA	NA	NA	NA	NA	NA	NA	NCI-H1563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NCIH1563	CVCL_1475	NCI-H1563
NA	NCI-H358	NCI-H358	NCI-H358	NCI-H358	NCI-H358	NA	H358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NCI-H358	NA	NA	NCI-H358	NA	NCIH358	CVCL_1559	NCI-H358
NA	CFPAC-1	CFPAC-1	CFPAC-1	CFPAC-1	CFPAC-1	NA	CFPAC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CFPAC1	NA	NA	NA	CFPAC1	CVCL_1119	CFPAC-1
NA	NCI-H1650	NCI-H1650	NCI-H1650	NCI-H1650	NCI-H1650	NCI-H1650	H1650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NCIH1650	NA	NA	NA	NCIH1650	CVCL_1483	NCI-H1650
NA	NCI-H1793	NCI-H1793	NCI-H1793	NCI-H1793	NCI-H1793	NA	H1793	NA	NA	NA	NA	NA	NA	NA	NCI-H1793	NA	NA	NA	NA	NA	NCIH1793	NA	NA	NA	NCIH1793	CVCL_1496	NCI-H1793
NA	NCI-H1437	NCI-H1437	NA	NCI-H1437	NA	NA	H1437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NCIH1437	NA	NA	NA	NCIH1437	NA	NA	NA	NCIH1437	CVCL_1472	NCI-H1437
NA	KNS-62	KNS-62	KNS-62	KNS-62	KNS-62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KNS62	NA	NA	NA	KNS62	CVCL_1335	KNS-62
NA	BT-20	BT-20	BT-20	BT-20	BT-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BT20	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0178	BT-20
NA	HH	HH	HH	HH	HH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	FaDu	FADU	FADU	FADU	FaDu	NA	FADU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FADU	NA	NA	NA	FADU	CVCL_1218	FaDu
NA	SJRH30	SJRH30	SJRH30	SJRH30	NA	NA	NA	NA	NA	SJCRH30(RMS 13)	NA	NA	RMS13	NA	NA	NA	NA	SJCRH30(RMS 13)	SJCRH30(RMS 13)	NA	NA	NA	NA	NA	NA	CVCL_0041	Rh30
NA	MDA-MB-361	MDA-MB-361	MDA-MB-361	MDA-MB-361	MDA-MB-361	NA	MDAMB361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_0620	MDA-MB-361
NA	DB	DB	DB	DB	DB	NA	DB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DB	DB	NA	DB	NA	NA	CVCL_1168	DB
NA	CAL 27	CAL-27	CAL-27	CAL-27	CAL 27	NA	CAL27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CAL-27	CAL27	NA	CAL-27	NA	CAL27	CVCL_1107	CAL-27
NA	MES-SA	MES-SA	MES-SA	MES-SA	MES-SA	NA	MESSA	NA	NA	MES-SA	NA	NA	MESSA	NA	NA	NA	NA	MES-SA	MES-SA	NA	NA	NA	NA	NA	MESSA	CVCL_1404	MES-SA
NA	NCI-H1792	NCI-H1792	NCI-H1792	NCI-H1792	NCI-H1792	NA	H1792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NCIH1792	NA	NA	NA	NCIH1792	CVCL_1495	NCI-H1792
NA	GCT	GCT	GCT	GCT	GCT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GCT	NA	GCT	NA	NA	NA	GCT	CVCL_1229	GCT
NA	SNU-16	NCI-SNU-16	NCI-SNU-16	NCI-SNU-16	SNU-16	NA	SNU16	NA	NA	NA	NA	NA	NA	NA	NA	NA	SNU16	NA	NA	NA	SNU16	NA	NA	NA	NA	CVCL_0076	SNU-16
NA	COR-L47	NA	NA	NA	COR-L47	COR-L47	NA	NA	NA	NA	COR-L47	NA	NA	NA	NA	NA	NA	NA	NA	NA	CORL47	NA	NA	NA	NA	CVCL_2415	COR-L47
NA	NCI-N87	NCI-N87	NCI-N87	NCI-N87	NCI-N87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NCIN87	NA	NA	NA	NCIN87	CVCL_1603	NCI-N87
NA	U-2 OS	U-2-OS	U-2-OS	U-2-OS	U-2 OS	NA	U2OS	NA	NA	U-2 OS	NA	NA	U2OS	NA	NA	NA	NA	U-2 OS	U-2 OS	NA	U2OS	U-2-OS	NA	NA	U2OS	CVCL_0042	U2OS
NA	H4	H4	H4	H4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	H4	NA	NA	NA	H4	NA	NA
NA	GDM-1	GDM-1	GDM-1	GDM-1	GDM-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GDM-1	NA	NA	GDM-1	NA	NA	CVCL_1230	GDM-1
NA	HCC1143	HCC1143	HCC1143	HCC1143	HCC1143	NA	HCC1143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1143	NA	NA	NA	HCC1143	CVCL_1245	HCC1143
NA	T24	T-24	T-24	T-24	T24	NA	T24	NA	NA	NA	NA	NA	NA	NA	NA	NA	T24	NA	NA	T24	T24	NA	T24	NA	T24	CVCL_0554	T24
NA	G-401	G-401	G-401	G-401	G-401	NA	NA	NA	NA	G-401	NA	NA	G401	NA	NA	NA	NA	G-401	NA	NA	G401	NA	NA	NA	G401	CVCL_0270	G-401
NA	HCC1937	HCC1937	HCC1937	HCC1937	HCC1937	NA	HCC1937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1937	HCC1937	NA	HCC1937	NA	HCC1937	CVCL_0290	HCC1937
NA	Saos-2	Saos-2	Saos-2	Saos-2	Saos-2	NA	NA	NA	NA	SAOS-2	NA	NA	SAOS2	NA	NA	NA	NA	SAOS-2	SAOS-2	SaOS-2	SAOS2	Saos-2	SaOS-2	NA	NA	CVCL_0548	SaOS-2
NA	D283 Med	D-283MED	D-283MED	D-283MED	D283 Med	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	D283MED	NA	NA	NA	NA	CVCL_1155	D283 Med
NA	SCC-9	SCC-9	SCC-9	SCC-9	SCC-9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1685	SCC-9
NA	HCC1395	HCC1395	HCC1395	HCC1395	HCC1395	NA	HCC1395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1395	NA	NA	NA	NA	CVCL_1249	HCC1395
NA	NMC-G1	NMC-G1	NMC-G1	NMC-G1	NMC-G1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NMCG1	NA	NA	NA	NA	CVCL_1608	NMC-G1
NA	TE-9	TE-9	TE-9	TE-9	TE-9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TE9	NA	NA	NA	TE9	CVCL_1767	TE-9
NA	KNS-42	KNS-42	KNS-42	KNS-42	KNS-42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KNS42	NA	NA	NA	KNS42	CVCL_0378	KNS-42
NA	KYSE-520	KYSE-520	KYSE-520	KYSE-520	KYSE-520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KYSE520	NA	NA	NA	KYSE520	CVCL_1355	KYSE-520
NA	KYSE-270	KYSE-270	KYSE-270	KYSE-270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KYSE270	NA	NA	NA	KYSE270	CVCL_1350	KYSE-270
NA	YH-13	YH-13	YH-13	YH-13	YH-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	YH13	NA	NA	NA	YH13	CVCL_1795	YH-13
NA	IA-LM	IA-LM	IA-LM	IA-LM	IA-LM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IALM	CVCL_1302	IA-LM
NA	NCI-H2052	NCI-H2052	NCI-H2052	NCI-H2052	NCI-H2052	NA	H2052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NCIH2052	NA	NA	NA	NCIH2052	CVCL_1518	NCI-H2052
NA	EB2	EB2	EB2	EB2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CVCL_1186	EB2
NA	SK-N-FI	SK-N-FI	SK-N-FI	SK-N-FI	SK-N-FI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SKNFI	NA	NA	NA	NA	CVCL_1702	SK-N-FI
NA	SK-N-AS	SK-N-AS	SK-N-AS	SK-N-AS	SK-N-AS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SK-N-AS	SKNAS	NA	SK-N-AS	NA	SKNAS	CVCL_1700	SK-N-AS
NA	SNU-423	SNU-423	SNU-423	SNU-423	SNU-423	NA	SNU423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SNU423	NA	NA	NA	SNU423	CVCL_0366	SNU-423
NA	SCC-4	SCC-4	SCC-4	SCC-4	SCC-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SCC4	NA	NA	NA	NA	CVCL_1684	SCC-4
NA	HCC1187	HCC1187	HCC1187	HCC1187	NA	NA	HCC1187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HCC1187	NA	NA	NA	NA	CVCL_1247	HCC1187
NA	SNU-387	SNU-387	SNU-387	SNU-387	SNU-387	NA	SNU387	NA	NA	NA	NA	NA	NA	NA	SNU-387	NA	NA	NA	NA	NA	SNU387	NA	NA	NA	NA	CVCL_0250	SNU-387
NA	Daudi	Daudi	Daudi	Daudi	Daudi	NA	DAUDI	NA	NA	NA	NA	NA	NA	NA	NA	NA	DAUDI	NA	NA	Daudi	NA	NA	Daudi	NA	NA	CVCL_0008	Daudi
NA	HT	HT	NA	HT	HT	NA	HT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HT	NA	NA	NA	NA	CVCL_1290	HT
NA	C2BBe1	C2BBe1	C2BBe1	C2BBe1	C2BBe1	NA	C2BBE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	C2BBE1	NA	NA	NA	NA	CVCL_1096	C2BBe1
NA	EPLC-272H	EPLC-272H	EPLC-272H	EPLC-272H	EPLC-272H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPLC272H	NA	NA	NA	NA	CVCL_1197	EPLC-272H
